dataset,position,layer,method,seed,acc
comparisons,second_to_last,14,GCC-1,,1.0
comparisons,second_to_last,15,GCC-1,,1.0
comparisons,second_to_last,16,GCC-1,,1.0
comparisons,second_to_last,17,GCC-1,,1.0
comparisons,second_to_last,18,GCC-1,,1.0
comparisons,second_to_last,20,GCC-1,,1.0
comparisons,second_to_last,22,GCC-1,,1.0
comparisons,second_to_last,24,GCC-1,,1.0
comparisons,second_to_last,8,CCS,0.0,1.0
comparisons,second_to_last,8,CCS,1.0,1.0
comparisons,second_to_last,8,CCS,2.0,1.0
comparisons,second_to_last,8,CCS,3.0,1.0
comparisons,second_to_last,8,CCS,4.0,1.0
comparisons,second_to_last,10,CCS,0.0,1.0
comparisons,second_to_last,10,CCS,1.0,1.0
comparisons,second_to_last,10,CCS,2.0,1.0
comparisons,second_to_last,10,CCS,3.0,1.0
comparisons,second_to_last,10,CCS,4.0,1.0
comparisons,second_to_last,12,CCS,0.0,1.0
comparisons,second_to_last,12,CCS,1.0,1.0
comparisons,second_to_last,12,CCS,2.0,1.0
comparisons,second_to_last,12,CCS,3.0,1.0
comparisons,second_to_last,12,CCS,4.0,1.0
comparisons,second_to_last,14,CCS,0.0,1.0
comparisons,second_to_last,14,CCS,1.0,1.0
comparisons,second_to_last,14,CCS,2.0,1.0
comparisons,second_to_last,14,CCS,3.0,1.0
comparisons,second_to_last,14,CCS,4.0,1.0
comparisons,second_to_last,15,CCS,0.0,1.0
comparisons,second_to_last,15,CCS,1.0,1.0
comparisons,second_to_last,15,CCS,2.0,1.0
comparisons,second_to_last,15,CCS,3.0,1.0
comparisons,second_to_last,15,CCS,4.0,1.0
comparisons,second_to_last,16,CCS,0.0,1.0
comparisons,second_to_last,16,CCS,1.0,1.0
comparisons,second_to_last,16,CCS,2.0,1.0
comparisons,second_to_last,16,CCS,3.0,1.0
comparisons,second_to_last,16,CCS,4.0,1.0
comparisons,second_to_last,17,CCS,0.0,1.0
comparisons,second_to_last,17,CCS,1.0,1.0
comparisons,second_to_last,17,CCS,2.0,1.0
comparisons,second_to_last,17,CCS,3.0,1.0
comparisons,second_to_last,17,CCS,4.0,1.0
comparisons,second_to_last,18,CCS,0.0,1.0
comparisons,second_to_last,18,CCS,1.0,1.0
comparisons,second_to_last,18,CCS,2.0,1.0
comparisons,second_to_last,18,CCS,3.0,1.0
comparisons,second_to_last,18,CCS,4.0,1.0
comparisons,second_to_last,20,CCS,0.0,1.0
comparisons,second_to_last,20,CCS,1.0,1.0
comparisons,second_to_last,20,CCS,2.0,1.0
comparisons,second_to_last,20,CCS,3.0,1.0
comparisons,second_to_last,20,CCS,4.0,1.0
comparisons,second_to_last,22,CCS,0.0,1.0
comparisons,second_to_last,22,CCS,1.0,1.0
comparisons,second_to_last,22,CCS,2.0,1.0
comparisons,second_to_last,22,CCS,3.0,1.0
comparisons,second_to_last,22,CCS,4.0,1.0
comparisons,second_to_last,24,CCS,0.0,1.0
comparisons,second_to_last,24,CCS,1.0,1.0
comparisons,second_to_last,24,CCS,2.0,1.0
comparisons,second_to_last,24,CCS,3.0,1.0
comparisons,second_to_last,24,CCS,4.0,1.0
comparisons,last,8,logistic,,0.986
comparisons,last,10,logistic,,1.0
comparisons,last,12,logistic,,1.0
comparisons,last,14,logistic,,1.0
comparisons,last,15,logistic,,1.0
comparisons,last,16,logistic,,1.0
comparisons,last,17,logistic,,1.0
comparisons,last,18,logistic,,1.0
comparisons,last,20,logistic,,1.0
comparisons,last,22,logistic,,1.0
comparisons,last,24,logistic,,1.0
comparisons,last,8,tcPCA-1,,0.656
comparisons,last,10,tcPCA-1,,0.944
comparisons,last,12,tcPCA-1,,1.0
comparisons,last,14,tcPCA-1,,1.0
comparisons,last,15,tcPCA-1,,1.0
comparisons,last,16,tcPCA-1,,1.0
comparisons,last,17,tcPCA-1,,1.0
comparisons,last,18,tcPCA-1,,0.996
comparisons,last,20,tcPCA-1,,0.99
comparisons,last,22,tcPCA-1,,0.946
comparisons,last,24,tcPCA-1,,0.924
comparisons,last,8,GCC-1,,0.718
comparisons,last,10,GCC-1,,0.93
comparisons,last,12,GCC-1,,1.0
comparisons,last,14,GCC-1,,1.0
comparisons,last,15,GCC-1,,1.0
comparisons,last,16,GCC-1,,1.0
comparisons,last,17,GCC-1,,1.0
comparisons,last,18,GCC-1,,1.0
comparisons,last,20,GCC-1,,0.998
comparisons,last,22,GCC-1,,0.998
comparisons,last,24,GCC-1,,0.998
comparisons,last,8,CCS,0.0,0.54
comparisons,last,8,CCS,1.0,0.574
comparisons,last,8,CCS,2.0,0.57
comparisons,last,8,CCS,3.0,0.676
comparisons,last,8,CCS,4.0,0.656
comparisons,last,10,CCS,0.0,0.994
comparisons,last,10,CCS,1.0,0.694
comparisons,last,10,CCS,2.0,0.946
comparisons,last,10,CCS,3.0,0.578
comparisons,last,10,CCS,4.0,1.0
comparisons,last,12,CCS,0.0,1.0
comparisons,last,12,CCS,1.0,1.0
comparisons,last,12,CCS,2.0,1.0
comparisons,last,12,CCS,3.0,1.0
comparisons,last,12,CCS,4.0,1.0
comparisons,last,14,CCS,0.0,1.0
comparisons,last,14,CCS,1.0,1.0
comparisons,last,14,CCS,2.0,1.0
comparisons,last,14,CCS,3.0,1.0
comparisons,last,14,CCS,4.0,1.0
comparisons,last,15,CCS,0.0,1.0
comparisons,last,15,CCS,1.0,1.0
comparisons,last,15,CCS,2.0,1.0
comparisons,last,15,CCS,3.0,1.0
comparisons,last,15,CCS,4.0,1.0
comparisons,last,16,CCS,0.0,1.0
comparisons,last,16,CCS,1.0,1.0
comparisons,last,16,CCS,2.0,1.0
comparisons,last,16,CCS,3.0,1.0
comparisons,last,16,CCS,4.0,1.0
comparisons,last,17,CCS,0.0,1.0
comparisons,last,17,CCS,1.0,1.0
comparisons,last,17,CCS,2.0,1.0
comparisons,last,17,CCS,3.0,1.0
comparisons,last,17,CCS,4.0,1.0
comparisons,last,18,CCS,0.0,1.0
comparisons,last,18,CCS,1.0,1.0
comparisons,last,18,CCS,2.0,1.0
comparisons,last,18,CCS,3.0,1.0
comparisons,last,18,CCS,4.0,1.0
comparisons,last,20,CCS,0.0,1.0
comparisons,last,20,CCS,1.0,1.0
comparisons,last,20,CCS,2.0,1.0
comparisons,last,20,CCS,3.0,1.0
comparisons,last,20,CCS,4.0,1.0
comparisons,last,22,CCS,0.0,1.0
comparisons,last,22,CCS,1.0,1.0
comparisons,last,22,CCS,2.0,1.0
comparisons,last,22,CCS,3.0,1.0
comparisons,last,22,CCS,4.0,1.0
comparisons,last,24,CCS,0.0,1.0
comparisons,last,24,CCS,1.0,1.0
comparisons,last,24,CCS,2.0,1.0
comparisons,last,24,CCS,3.0,1.0
comparisons,last,24,CCS,4.0,1.0
copa,second_to_last,8,logistic,,0.536
copa,second_to_last,10,logistic,,0.756
copa,second_to_last,12,logistic,,0.804
copa,second_to_last,14,logistic,,0.872
copa,second_to_last,15,logistic,,0.856
copa,second_to_last,16,logistic,,0.856
copa,second_to_last,17,logistic,,0.86
copa,second_to_last,18,logistic,,0.86
copa,second_to_last,20,logistic,,0.852
copa,second_to_last,22,logistic,,0.844
copa,second_to_last,24,logistic,,0.836
copa,second_to_last,8,tcPCA-1,,0.48
copa,second_to_last,10,tcPCA-1,,0.508
copa,second_to_last,12,tcPCA-1,,0.54
copa,second_to_last,14,tcPCA-1,,0.764
copa,second_to_last,15,tcPCA-1,,0.708
copa,second_to_last,16,tcPCA-1,,0.74
copa,second_to_last,17,tcPCA-1,,0.744
copa,second_to_last,18,tcPCA-1,,0.772
copa,second_to_last,20,tcPCA-1,,0.784
copa,second_to_last,22,tcPCA-1,,0.764
copa,second_to_last,24,tcPCA-1,,0.784
copa,second_to_last,8,GCC-1,,0.48
copa,second_to_last,10,GCC-1,,0.484
copa,second_to_last,12,GCC-1,,0.532
copa,second_to_last,14,GCC-1,,0.612
copa,second_to_last,15,GCC-1,,0.676
copa,second_to_last,16,GCC-1,,0.724
copa,second_to_last,17,GCC-1,,0.74
copa,second_to_last,18,GCC-1,,0.748
copa,second_to_last,20,GCC-1,,0.736
copa,second_to_last,22,GCC-1,,0.752
copa,second_to_last,24,GCC-1,,0.772
copa,second_to_last,8,CCS,0.0,0.48
copa,second_to_last,8,CCS,1.0,0.48
copa,second_to_last,8,CCS,2.0,0.48
copa,second_to_last,8,CCS,3.0,0.48
copa,second_to_last,8,CCS,4.0,0.48
copa,second_to_last,10,CCS,0.0,0.548
copa,second_to_last,10,CCS,1.0,0.524
copa,second_to_last,10,CCS,2.0,0.576
copa,second_to_last,10,CCS,3.0,0.508
copa,second_to_last,10,CCS,4.0,0.52
copa,second_to_last,12,CCS,0.0,0.508
copa,second_to_last,12,CCS,1.0,0.548
copa,second_to_last,12,CCS,2.0,0.548
copa,second_to_last,12,CCS,3.0,0.512
copa,second_to_last,12,CCS,4.0,0.544
copa,second_to_last,14,CCS,0.0,0.652
copa,second_to_last,14,CCS,1.0,0.784
copa,second_to_last,14,CCS,2.0,0.612
copa,second_to_last,14,CCS,3.0,0.828
copa,second_to_last,14,CCS,4.0,0.808
copa,second_to_last,15,CCS,0.0,0.804
copa,second_to_last,15,CCS,1.0,0.792
copa,second_to_last,15,CCS,2.0,0.616
copa,second_to_last,15,CCS,3.0,0.808
copa,second_to_last,15,CCS,4.0,0.564
copa,second_to_last,16,CCS,0.0,0.796
copa,second_to_last,16,CCS,1.0,0.736
copa,second_to_last,16,CCS,2.0,0.616
copa,second_to_last,16,CCS,3.0,0.812
copa,second_to_last,16,CCS,4.0,0.568
copa,second_to_last,17,CCS,0.0,0.48
copa,second_to_last,17,CCS,1.0,0.48
copa,second_to_last,17,CCS,2.0,0.5
copa,second_to_last,17,CCS,3.0,0.684
copa,second_to_last,17,CCS,4.0,0.48
copa,second_to_last,18,CCS,0.0,0.48
copa,second_to_last,18,CCS,1.0,0.668
copa,second_to_last,18,CCS,2.0,0.48
copa,second_to_last,18,CCS,3.0,0.812
copa,second_to_last,18,CCS,4.0,0.716
copa,second_to_last,20,CCS,0.0,0.664
copa,second_to_last,20,CCS,1.0,0.84
copa,second_to_last,20,CCS,2.0,0.48
copa,second_to_last,20,CCS,3.0,0.48
copa,second_to_last,20,CCS,4.0,0.48
copa,second_to_last,22,CCS,0.0,0.64
copa,second_to_last,22,CCS,1.0,0.824
copa,second_to_last,22,CCS,2.0,0.48
copa,second_to_last,22,CCS,3.0,0.48
copa,second_to_last,22,CCS,4.0,0.48
copa,second_to_last,24,CCS,0.0,0.772
copa,second_to_last,24,CCS,1.0,0.632
copa,second_to_last,24,CCS,2.0,0.48
copa,second_to_last,24,CCS,3.0,0.48
copa,second_to_last,24,CCS,4.0,0.48
copa,last,8,logistic,,0.456
copa,last,10,logistic,,0.62
copa,last,12,logistic,,0.752
copa,last,14,logistic,,0.804
copa,last,15,logistic,,0.808
copa,last,16,logistic,,0.812
copa,last,17,logistic,,0.792
copa,last,18,logistic,,0.784
copa,last,20,logistic,,0.772
copa,last,22,logistic,,0.776
copa,last,24,logistic,,0.768
copa,last,8,tcPCA-1,,0.468
copa,last,10,tcPCA-1,,0.504
copa,last,12,tcPCA-1,,0.5
copa,last,14,tcPCA-1,,0.512
copa,last,15,tcPCA-1,,0.504
copa,last,16,tcPCA-1,,0.496
copa,last,17,tcPCA-1,,0.516
copa,last,18,tcPCA-1,,0.516
copa,last,20,tcPCA-1,,0.516
copa,last,22,tcPCA-1,,0.504
copa,last,24,tcPCA-1,,0.496
copa,last,8,GCC-1,,0.552
copa,last,10,GCC-1,,0.524
copa,last,12,GCC-1,,0.476
copa,last,14,GCC-1,,0.484
copa,last,15,GCC-1,,0.496
copa,last,16,GCC-1,,0.504
copa,last,17,GCC-1,,0.46
copa,last,18,GCC-1,,0.46
